ID,source,category,stability,recognizability,nLines,density,convexity,pct0,pct45,pct90,pct135,colinear,parallel,acute,orthogonal,obtuse,names
img0001.png,Adlington/Tower-Block_ed.bmp,manipulable,0.68,0.42,139,0.84,1.00,0.29,0.14,0.39,0.19,0.09,0.32,0.23,0.15,0.22,maze,house,clip board,window,shelving unit,bottle,telephonebooth,baking pan,book,gas can,house,bottle,suitcase,box shelves or clock,bottle,bottle,box,box,flask,package,building,floor plan house
img0002.png,Adlington/whisk_ed.bmp,manipulable,0.97,0.70,111,1.00,0.86,0.04,0.10,0.11,0.76,0.25,0.44,0.11,0.09,0.10,club,baseballbat,whisk,drumstick,bat,club,bat,bat,bat,club,bate,baseball bat,baseball bat,bat,baseball bat,bat,club,baseball bat,baseball bat or club,baseball bat,baseball bat,baseball bat,baseball bat,baseball bat,microphone,bat,bat,baseball bat,bat,wisk,racket,bat,baseball bat,bat,whisk,bat,canoe ore,club,bat
img0003.png,Adlington/mincer_ed.bmp,living,0.50,0.22,105,1.00,0.71,0.30,0.27,0.22,0.22,0.10,0.25,0.27,0.16,0.23,mailboix,man with bow and arrow,bird,train with no wheels,drill,ostrich
img0004.png,Adlington/motorbike_ed.bmp,non-manipulable,1.00,0.84,127,0.99,0.83,0.32,0.28,0.14,0.25,0.14,0.18,0.25,0.20,0.23,motorcyle,motorcycle,motercycle,motorcycle,motorcycle,moped,car,motorcycle,bike,jeep,bike,motorcycle,bike/motorcycle,motorcycle,gocart,motorcycle,motorcycle,car,car,motorcycle,motorcycle/bike,vehicle,bicycle/motorcycle,motorcycle,motorcycle,motorcycle,car,motorcycle,truck,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,vehicle,car,motor bike,motorcycle,tractor,motorcycle,motorcycle,car,motorcycle,jeep,motorcycle,motorcycle,motor bike,motorcycle
img0005.png,bonin/121-druide_druid.GIF,living,1.00,0.67,121,0.93,0.83,0.15,0.21,0.34,0.31,0.09,0.31,0.24,0.15,0.20,hockey player,women,preson,woman in dress holding hand out,woman,snowman,person,person,man,lady dancing,runner,person on pedesle,insect,lady,person,person,girl in long fress reading book,person cathcing a ball,person golfing,man,ostrich,person hailing/waiving,baseball player,woman
img0006.png,bonin/123-ecran_screen.GIF,manipulable,0.96,0.77,94,0.58,0.80,0.45,0.16,0.26,0.14,0.29,0.32,0.14,0.11,0.14,tv,screen,screen on an easle,television,chalk board,movie screen,screen,tv,srene,projection screem,projector screen,projector screen,tv,tv,tv,screen,person smiley hair off fa,tv,tv/computer screen,projector screen,screen,tv,easel,projector screen,drive in movie screen,a projector screen,chalkboard,television,television with stand,computer screen,screen,tv,tv on stand,tv on stand,tv,tv,screen,screen,computer monitor,tv,television,monitor,screen on tripod,tv screen,flat screen tv,road side sign,t.v
img0007.png,bonin/188-massue_club.GIF,manipulable,0.74,0.45,82,1.00,0.97,0.13,0.26,0.44,0.17,0.03,0.26,0.22,0.26,0.22,lightpost,glass,key,house key,key,person,key,screwdriver,raddle,torch,club,flower,wrench,rose in a vase,torch,tree,spoon,mic,staff
img0008.png,bonin/228-pigeon_pigeon.GIF,living,0.86,0.25,122,0.97,0.85,0.25,0.43,0.14,0.17,0.14,0.20,0.23,0.18,0.24,picture of a city,bird,chicken,bird,hawk,eagle,hawk
img0009.png,bonin/235-plat_dish.GIF,living,0.50,0.21,127,0.96,1.00,0.41,0.25,0.12,0.22,0.19,0.16,0.26,0.18,0.21,tool box,storage boxes,hot dog,drum,sandwich,tracks,tank,sub sandwich
img0010.png,bonin/255-route_road.GIF,non-manipulable,0.50,0.15,104,1.00,0.90,0.16,0.08,0.17,0.59,0.17,0.29,0.19,0.16,0.19,p;ow,car,town,guitar
img0011.png,bonin/273-tank_tank.GIF,non-manipulable,0.90,0.56,122,0.90,0.98,0.37,0.24,0.11,0.29,0.19,0.14,0.24,0.17,0.25,bicycle,tow cars,bicycle,bike,convertible,truck,bike,cityscape,blocks,bicycle,tractor,glasses,bicycle,train,vehicle,tank,monster truck,tractor,bycicle,bike
img0012.png,bonin/279-toilette_lavatory.GIF,manipulable,0.81,0.65,125,0.92,0.90,0.29,0.18,0.22,0.31,0.10,0.27,0.19,0.19,0.25,chair,toilet,throne,toilet,toilet,toilet,mirrow,toilet,toilet,stroller,toilet,toilet,toilet,toilet,stroller,toilet,toilet,toilet,swan,toilet,toilet,tolet,pot,toilet,toliet,duck,sink
img0013.png,bonin/282-tractopelle_digger.GIF,non-manipulable,0.55,0.34,111,1.00,0.92,0.20,0.25,0.25,0.30,0.10,0.24,0.22,0.24,0.19,two people having sex,face,forklift,backhoe,bunny,tractor,plow,backhoe,vehicle,dog,backhoe
img0014.png,bonin/288-truelle_trowel.GIF,manipulable,0.78,0.33,136,1.00,0.92,0.20,0.46,0.17,0.17,0.11,0.23,0.22,0.22,0.22,lawnmower,guitar,firework,tie,play toy,racket,chair,shovel,wheelchair
img0015.png,bonin/294-ventilateur_fan.GIF,non-manipulable,0.40,0.26,98,1.00,0.84,0.38,0.33,0.06,0.23,0.12,0.20,0.18,0.17,0.33,shandalere,plane,space ship,bee,moth
img0016.png,bonin/050-bourreau_executioner.GIF,living,0.50,0.18,100,1.00,0.88,0.05,0.21,0.38,0.36,0.08,0.28,0.27,0.16,0.21,basketballplayer,snowblower,pole,rocket,person,hockey player
img0017.png,bonin/076-cartouche_cartridge.GIF,manipulable,0.50,0.14,142,0.92,0.99,0.25,0.28,0.20,0.27,0.09,0.20,0.24,0.24,0.23,tube,dead house bug
img0018.png,bonin/084-chandelier_candlestick.GIF,manipulable,0.87,0.61,148,1.00,0.80,0.15,0.28,0.32,0.24,0.08,0.29,0.23,0.18,0.21,cu,chalice,glass,glass,manora,cup,glass,interment,chalice,cup,wine glass,tree,tree,candle stick,wine glass,candle sticks,goblet/old fashioned wine glass,goblet for wine,goblet,wine glass,chalis,wine glass,menorrah,wine glass,grail,goblet,chalice,tree,goblet,cup
img0019.png,bonin/096-colonne_column.GIF,non-manipulable,0.62,0.42,120,1.00,0.80,0.17,0.14,0.58,0.10,0.07,0.61,0.11,0.12,0.09,highway,tree,tower,column,tree,bottle with a ribbon,pillar,tree,tower,tree,pillar,tree,piller,waterfall,pillar,waterfall
img0020.png,boss/sunglasses04.jpg,manipulable,0.53,0.37,87,0.90,0.79,0.38,0.33,0.08,0.21,0.32,0.29,0.13,0.11,0.15,table,boat,bike pump,sunglasses,snake,no idea,bench,sun glasses,freeway exchange,man sitting,double lines,sleigh,sled,rope know,weedwhacker,pot,cup
img0021.png,boss/swimgoggles.jpg,non-manipulable,0.88,0.59,123,1.00,0.89,0.37,0.24,0.13,0.25,0.15,0.21,0.23,0.15,0.26,machine,tractor,woman laying,train,train,jeep,car,tractor,tractor,tractor,tractor,train,car,automobile,tank,truck,vehicle,train,train,front end loader,dirt mover,tractor,tank,construction vehicle,tank,tracktor
img0022.png,boss/thumbtack02a.jpg,living,0.62,0.71,83,0.68,0.83,0.28,0.18,0.20,0.34,0.26,0.30,0.15,0.05,0.24,chello,tack,guitar,guitar,spider,violin,thumbtack,guitar again,guitar,large stringed instrument,tack,push pin,nail,pin,guitar,sex,guitar,violin,thumb tack,spider with webbing coming out as a string,violin,guitar,guitar,vio;in,ice pick,upside down guitar,pin,pick,viola,viola,guitar,violin,pin,thumb tack
img0023.png,boss/wateringcan.jpg,manipulable,0.85,0.51,91,0.80,0.83,0.25,0.40,0.14,0.21,0.25,0.31,0.15,0.11,0.19,grocerycart,water can,watering can,watering can,tea pot,shopping cart,stroller,teapot,teacup,lantern,camel,shopper cart,cart,shopping cart,turkey,cart,teapot,kettle,camel,teapot
img0024.png,nishimoto/bitmap/10.bmp,non-manipulable,1.00,0.72,110,0.99,0.95,0.34,0.25,0.29,0.12,0.18,0.23,0.18,0.21,0.21,house,house,house,house,house,house,barn,house,lake cabin,house,farmhouse,house,farm house,barn,house,house,house,cabin,house,a building,house,barn,house,house,house,house,barn,house,house,house,farm,house
img0025.png,nishimoto/bitmap/335.bmp,manipulable,0.75,0.15,150,0.94,0.82,0.29,0.21,0.26,0.24,0.13,0.28,0.17,0.21,0.21,map of us,shopping cart,train,shopping cart
